Group Number,Activity,Timestamp
232,Submit results,2021-12-31 11:05:00+00:00
228,First download of assignment,2021-12-31 07:30:00+00:00
228,Revisit PM Exercise in Moodle,2021-12-31 10:33:00+00:00
228,Coordinate with Assignment Group,2021-12-31 10:53:00+00:00
228,Solve tasks together,2021-12-31 11:42:00+00:00
228,Recheck/Compare Task Results,2021-12-31 11:48:00+00:00
228,Submit results,2021-12-31 11:54:00+00:00
222,First download of assignment,2021-12-31 07:30:00+00:00
222,Revisit PM Exercise in Moodle,2021-12-31 13:40:00+00:00
222,Coordinate with Assignment Group,2021-12-31 14:27:00+00:00
222,Solve tasks together,2021-12-31 14:47:00+00:00
222,Recheck/Compare Task Results,2021-12-31 14:52:00+00:00
222,Submit results,2021-12-31 15:02:00+00:00
219,First download of assignment,2021-12-31 07:30:00+00:00
219,Revisit PM Exercise in Moodle,2021-12-31 14:16:00+00:00
219,Coordinate with Assignment Group,2021-12-31 14:53:00+00:00
219,Solve tasks together,2021-12-31 14:53:00+00:00
219,Recheck/Compare Task Results,2021-12-31 15:02:00+00:00
219,Submit results,2021-12-31 15:10:00+00:00
230,First download of assignment,2021-12-31 07:30:00+00:00
230,Revisit PM Exercise in Moodle,2021-12-31 14:55:00+00:00
230,Solve tasks together,2021-12-31 15:12:00+00:00
230,Coordinate with Assignment Group,2021-12-31 15:17:00+00:00
230,Recheck/Compare Task Results,2021-12-31 15:19:00+00:00
230,Submit results,2021-12-31 15:29:00+00:00
231,First download of assignment,2021-12-31 07:30:00+00:00
231,Revisit PM Exercise in Moodle,2021-12-31 15:43:00+00:00
231,Solve tasks individually,2021-12-31 15:55:00+00:00
231,Recheck/Compare Task Results,2021-12-31 16:04:00+00:00
231,Coordinate with Assignment Group,2021-12-31 16:10:00+00:00
231,Redo Task(s),2021-12-31 16:11:00+00:00
231,Solve tasks individually,2021-12-31 16:16:00+00:00
231,Recheck/Compare Task Results,2021-12-31 16:26:00+00:00
231,Submit results,2021-12-31 16:31:00+00:00
226,First download of assignment,2021-12-31 07:30:00+00:00
226,Revisit PM Exercise in Moodle,2021-12-31 16:35:00+00:00
226,Solve tasks together,2021-12-31 17:04:00+00:00
226,Recheck/Compare Task Results,2021-12-31 17:14:00+00:00
226,Coordinate with Assignment Group,2021-12-31 17:16:00+00:00
226,Submit results,2021-12-31 17:21:00+00:00
221,First download of assignment,2021-12-31 07:30:00+00:00
221,Revisit PM Exercise in Moodle,2021-12-31 16:39:00+00:00
221,Coordinate with Assignment Group,2021-12-31 16:56:00+00:00
221,Solve tasks together,2021-12-31 17:43:00+00:00
221,Recheck/Compare Task Results,2021-12-31 17:52:00+00:00
221,Submit results,2022-01-03 08:01:00+00:00
233,First download of assignment,2021-12-31 07:30:00+00:00
233,Revisit PM Exercise in Moodle,2021-12-31 16:49:00+00:00
233,Coordinate with Assignment Group,2021-12-31 17:12:00+00:00
233,Solve tasks together,2021-12-31 17:12:00+00:00
233,Recheck/Compare Task Results,2021-12-31 17:17:00+00:00
233,Submit results,2021-12-31 17:24:00+00:00
229,First download of assignment,2021-12-31 07:30:00+00:00
229,Revisit PM Exercise in Moodle,2021-12-31 16:56:00+00:00
229,Coordinate with Assignment Group,2021-12-31 17:12:00+00:00
229,Solve tasks individually,2021-12-31 17:17:00+00:00
229,Recheck/Compare Task Results,2021-12-31 17:23:00+00:00
229,Submit results,2021-12-31 17:28:00+00:00
223,First download of assignment,2021-12-31 07:30:00+00:00
223,Revisit PM Exercise in Moodle,2021-12-31 17:58:00+00:00
223,Coordinate with Assignment Group,2022-01-03 08:28:00+00:00
223,Solve tasks together,2022-01-03 08:59:00+00:00
223,Recheck/Compare Task Results,2022-01-03 09:09:00+00:00
223,Submit results,2022-01-03 09:16:00+00:00
239,First download of assignment,2022-01-03 07:30:00+00:00
239,Revisit PM Exercise in Moodle,2022-01-03 09:44:00+00:00
239,Coordinate with Assignment Group,2022-01-03 10:09:00+00:00
239,Solve tasks together,2022-01-03 10:27:00+00:00
239,Recheck/Compare Task Results,2022-01-03 10:32:00+00:00
239,Submit results,2022-01-03 10:39:00+00:00
242,First download of assignment,2022-01-03 07:30:00+00:00
242,Revisit PM Exercise in Moodle,2022-01-03 09:55:00+00:00
242,Coordinate with Assignment Group,2022-01-03 10:32:00+00:00
242,Solve tasks individually,2022-01-03 10:39:00+00:00
242,Recheck/Compare Task Results,2022-01-03 10:44:00+00:00
242,Submit results,2022-01-03 10:51:00+00:00
234,First download of assignment,2022-01-03 07:30:00+00:00
234,Revisit PM Exercise in Moodle,2022-01-03 13:18:00+00:00
234,Coordinate with Assignment Group,2022-01-03 14:05:00+00:00
234,Solve tasks together,2022-01-03 14:12:00+00:00
234,Recheck/Compare Task Results,2022-01-03 14:21:00+00:00
234,Submit results,2022-01-03 14:30:00+00:00
244,First download of assignment,2022-01-03 07:30:00+00:00
244,Revisit PM Exercise in Moodle,2022-01-03 13:50:00+00:00
244,Solve tasks together,2022-01-03 14:29:00+00:00
244,Coordinate with Assignment Group,2022-01-03 14:34:00+00:00
244,Recheck/Compare Task Results,2022-01-03 14:38:00+00:00
244,Submit results,2022-01-03 14:45:00+00:00
240,First download of assignment,2022-01-03 07:30:00+00:00
240,Revisit PM Exercise in Moodle,2022-01-03 14:03:00+00:00
240,Coordinate with Assignment Group,2022-01-03 14:20:00+00:00
240,Solve tasks together,2022-01-03 14:43:00+00:00
240,Recheck/Compare Task Results,2022-01-03 14:53:00+00:00
240,Submit results,2022-01-03 15:03:00+00:00
237,First download of assignment,2022-01-03 07:30:00+00:00
237,Revisit PM Exercise in Moodle,2022-01-03 14:24:00+00:00
237,Solve tasks together,2022-01-03 15:09:00+00:00
237,Coordinate with Assignment Group,2022-01-03 15:09:00+00:00
237,Recheck/Compare Task Results,2022-01-03 15:17:00+00:00
237,Submit results,2022-01-03 15:25:00+00:00
245,First download of assignment,2022-01-03 07:30:00+00:00
245,Revisit PM Exercise in Moodle,2022-01-03 14:44:00+00:00
245,Coordinate with Assignment Group,2022-01-03 15:27:00+00:00
245,Solve tasks together,2022-01-03 15:54:00+00:00
245,Recheck/Compare Task Results,2022-01-03 16:00:00+00:00
245,Submit results,2022-01-03 16:08:00+00:00
238,First download of assignment,2022-01-03 07:30:00+00:00
238,Revisit PM Exercise in Moodle,2022-01-03 15:30:00+00:00
238,Coordinate with Assignment Group,2022-01-03 15:45:00+00:00
238,Solve tasks together,2022-01-03 15:55:00+00:00
238,Recheck/Compare Task Results,2022-01-03 16:03:00+00:00
238,Submit results,2022-01-03 16:11:00+00:00
236,First download of assignment,2022-01-03 07:30:00+00:00
236,Revisit PM Exercise in Moodle,2022-01-03 15:30:00+00:00
236,Solve tasks together,2022-01-03 15:49:00+00:00
236,Recheck/Compare Task Results,2022-01-03 15:54:00+00:00
236,Submit results,2022-01-03 16:04:00+00:00
236,Coordinate with Assignment Group,2022-01-03 16:04:00+00:00
235,First download of assignment,2022-01-03 07:30:00+00:00
235,Revisit PM Exercise in Moodle,2022-01-03 15:33:00+00:00
235,Solve tasks individually,2022-01-03 15:56:00+00:00
235,Recheck/Compare Task Results,2022-01-03 16:02:00+00:00
235,Coordinate with Assignment Group,2022-01-03 16:22:00+00:00
235,Submit results,2022-01-03 16:22:00+00:00
241,First download of assignment,2022-01-03 07:30:00+00:00
241,Revisit PM Exercise in Moodle,2022-01-03 16:15:00+00:00
241,Solve tasks individually,2022-01-03 16:28:00+00:00
241,Recheck/Compare Task Results,2022-01-03 16:37:00+00:00
241,Coordinate with Assignment Group,2022-01-03 16:41:00+00:00
241,Redo Task(s),2022-01-03 16:44:00+00:00
241,Solve tasks individually,2022-01-03 16:58:00+00:00
241,Recheck/Compare Task Results,2022-01-03 17:06:00+00:00
241,Submit results,2022-01-03 17:15:00+00:00
243,First download of assignment,2022-01-03 07:30:00+00:00
243,Revisit PM Exercise in Moodle,2022-01-03 16:53:00+00:00
243,Solve tasks together,2022-01-03 17:15:00+00:00
243,Coordinate with Assignment Group,2022-01-03 17:20:00+00:00
243,Recheck/Compare Task Results,2022-01-03 17:22:00+00:00
243,Submit results,2022-01-03 17:29:00+00:00
248,First download of assignment,2022-01-04 07:30:00+00:00
248,Revisit PM Exercise in Moodle,2022-01-04 09:34:00+00:00
248,Solve tasks individually,2022-01-04 10:10:00+00:00
248,Coordinate with Assignment Group,2022-01-04 10:10:00+00:00
248,Recheck/Compare Task Results,2022-01-04 10:15:00+00:00
248,Submit results,2022-01-04 10:23:00+00:00
247,First download of assignment,2022-01-04 07:30:00+00:00
247,Revisit PM Exercise in Moodle,2022-01-04 10:01:00+00:00
247,Solve tasks individually,2022-01-04 10:11:00+00:00
247,Recheck/Compare Task Results,2022-01-04 10:16:00+00:00
247,Redo Task(s),2022-01-04 10:22:00+00:00
247,Coordinate with Assignment Group,2022-01-04 10:31:00+00:00
247,Solve tasks individually,2022-01-04 10:42:00+00:00
247,Recheck/Compare Task Results,2022-01-04 10:50:00+00:00
247,Submit results,2022-01-04 11:00:00+00:00
255,First download of assignment,2022-01-04 07:30:00+00:00
255,Revisit PM Exercise in Moodle,2022-01-04 13:31:00+00:00
255,Coordinate with Assignment Group,2022-01-04 13:57:00+00:00
255,Solve tasks individually,2022-01-04 14:00:00+00:00
255,Recheck/Compare Task Results,2022-01-04 14:06:00+00:00
255,Redo Task(s),2022-01-04 14:16:00+00:00
255,Solve tasks individually,2022-01-04 14:27:00+00:00
255,Recheck/Compare Task Results,2022-01-04 14:35:00+00:00
255,Submit results,2022-01-04 14:45:00+00:00
254,First download of assignment,2022-01-04 07:30:00+00:00
254,Revisit PM Exercise in Moodle,2022-01-04 14:15:00+00:00
254,Coordinate with Assignment Group,2022-01-04 14:53:00+00:00
254,Solve tasks together,2022-01-04 15:26:00+00:00
254,Recheck/Compare Task Results,2022-01-04 15:31:00+00:00
254,Submit results,2022-01-04 15:36:00+00:00
262,First download of assignment,2022-01-04 07:30:00+00:00
262,Revisit PM Exercise in Moodle,2022-01-04 14:25:00+00:00
262,Solve tasks together,2022-01-04 15:02:00+00:00
262,Recheck/Compare Task Results,2022-01-04 15:10:00+00:00
262,Coordinate with Assignment Group,2022-01-04 15:14:00+00:00
262,Submit results,2022-01-04 15:17:00+00:00
249,First download of assignment,2022-01-04 07:30:00+00:00
249,Revisit PM Exercise in Moodle,2022-01-04 15:06:00+00:00
249,Solve tasks individually,2022-01-04 15:20:00+00:00
249,Recheck/Compare Task Results,2022-01-04 15:26:00+00:00
249,Redo Task(s),2022-01-04 15:31:00+00:00
249,Coordinate with Assignment Group,2022-01-04 15:37:00+00:00
249,Solve tasks individually,2022-01-04 15:46:00+00:00
249,Recheck/Compare Task Results,2022-01-04 15:54:00+00:00
249,Submit results,2022-01-04 16:02:00+00:00
258,First download of assignment,2022-01-04 07:30:00+00:00
258,Revisit PM Exercise in Moodle,2022-01-04 16:19:00+00:00
258,Coordinate with Assignment Group,2022-01-04 17:08:00+00:00
258,Solve tasks together,2022-01-04 17:37:00+00:00
258,Recheck/Compare Task Results,2022-01-04 17:45:00+00:00
258,Submit results,2022-01-04 17:55:00+00:00
256,First download of assignment,2022-01-04 07:30:00+00:00
256,Revisit PM Exercise in Moodle,2022-01-04 17:31:00+00:00
256,Solve tasks together,2022-01-04 17:50:00+00:00
256,Coordinate with Assignment Group,2022-01-04 17:56:00+00:00
256,Recheck/Compare Task Results,2022-01-05 08:00:00+00:00
256,Submit results,2022-01-05 08:07:00+00:00
261,First download of assignment,2022-01-04 07:30:00+00:00
261,Revisit PM Exercise in Moodle,2022-01-04 17:34:00+00:00
261,Solve tasks together,2022-01-05 08:07:00+00:00
261,Recheck/Compare Task Results,2022-01-05 08:15:00+00:00
261,Coordinate with Assignment Group,2022-01-05 08:20:00+00:00
261,Submit results,2022-01-05 08:21:00+00:00
251,First download of assignment,2022-01-04 07:30:00+00:00
251,Revisit PM Exercise in Moodle,2022-01-04 17:35:00+00:00
251,Solve tasks individually,2022-01-04 17:52:00+00:00
251,Recheck/Compare Task Results,2022-01-04 17:57:00+00:00
251,Redo Task(s),2022-01-05 08:03:00+00:00
251,Coordinate with Assignment Group,2022-01-05 08:06:00+00:00
251,Solve tasks individually,2022-01-05 08:09:00+00:00
251,Recheck/Compare Task Results,2022-01-05 08:19:00+00:00
251,Redo Task(s),2022-01-05 08:28:00+00:00
251,Solve tasks individually,2022-01-05 08:33:00+00:00
251,Recheck/Compare Task Results,2022-01-05 08:39:00+00:00
251,Submit results,2022-01-05 08:44:00+00:00
257,First download of assignment,2022-01-04 07:30:00+00:00
257,Revisit PM Exercise in Moodle,2022-01-04 17:45:00+00:00
257,Solve tasks together,2022-01-05 08:09:00+00:00
257,Recheck/Compare Task Results,2022-01-05 08:18:00+00:00
257,Submit results,2022-01-05 08:30:00+00:00
257,Coordinate with Assignment Group,2022-01-05 08:30:00+00:00
272,First download of assignment,2022-01-05 07:30:00+00:00
272,Revisit PM Exercise in Moodle,2022-01-05 08:32:00+00:00
272,Solve tasks individually,2022-01-05 09:00:00+00:00
272,Coordinate with Assignment Group,2022-01-05 09:08:00+00:00
272,Recheck/Compare Task Results,2022-01-05 09:10:00+00:00
272,Submit results,2022-01-05 09:15:00+00:00
268,First download of assignment,2022-01-05 07:30:00+00:00
268,Revisit PM Exercise in Moodle,2022-01-05 08:55:00+00:00
268,Solve tasks individually,2022-01-05 09:10:00+00:00
268,Recheck/Compare Task Results,2022-01-05 09:17:00+00:00
268,Coordinate with Assignment Group,2022-01-05 09:27:00+00:00
268,Submit results,2022-01-05 09:27:00+00:00
267,First download of assignment,2022-01-05 07:30:00+00:00
267,Revisit PM Exercise in Moodle,2022-01-05 09:18:00+00:00
267,Coordinate with Assignment Group,2022-01-05 10:04:00+00:00
267,Solve tasks together,2022-01-05 10:21:00+00:00
267,Recheck/Compare Task Results,2022-01-05 10:29:00+00:00
267,Submit results,2022-01-05 10:39:00+00:00
275,First download of assignment,2022-01-05 07:30:00+00:00
275,Revisit PM Exercise in Moodle,2022-01-05 09:27:00+00:00
275,Coordinate with Assignment Group,2022-01-05 09:53:00+00:00
275,Solve tasks individually,2022-01-05 09:56:00+00:00
275,Recheck/Compare Task Results,2022-01-05 10:04:00+00:00
275,Submit results,2022-01-05 10:09:00+00:00
263,First download of assignment,2022-01-05 07:30:00+00:00
263,Revisit PM Exercise in Moodle,2022-01-05 09:48:00+00:00
263,Coordinate with Assignment Group,2022-01-05 10:05:00+00:00
263,Solve tasks together,2022-01-05 10:21:00+00:00
263,Recheck/Compare Task Results,2022-01-05 10:29:00+00:00
263,Submit results,2022-01-05 10:34:00+00:00
273,First download of assignment,2022-01-05 07:30:00+00:00
273,Revisit PM Exercise in Moodle,2022-01-05 10:15:00+00:00
273,Coordinate with Assignment Group,2022-01-05 10:32:00+00:00
273,Solve tasks individually,2022-01-05 10:48:00+00:00
273,Recheck/Compare Task Results,2022-01-05 10:53:00+00:00
273,Submit results,2022-01-05 11:03:00+00:00
277,First download of assignment,2022-01-05 07:30:00+00:00
277,Revisit PM Exercise in Moodle,2022-01-05 11:27:00+00:00
277,Coordinate with Assignment Group,2022-01-05 13:07:00+00:00
277,Solve tasks together,2022-01-05 13:22:00+00:00
277,Recheck/Compare Task Results,2022-01-05 13:30:00+00:00
277,Submit results,2022-01-05 13:37:00+00:00
279,First download of assignment,2022-01-05 07:30:00+00:00
279,Revisit PM Exercise in Moodle,2022-01-05 11:54:00+00:00
279,Coordinate with Assignment Group,2022-01-05 13:25:00+00:00
279,Solve tasks individually,2022-01-05 13:27:00+00:00
279,Recheck/Compare Task Results,2022-01-05 13:34:00+00:00
279,Redo Task(s),2022-01-05 13:41:00+00:00
279,Solve tasks individually,2022-01-05 13:51:00+00:00
279,Recheck/Compare Task Results,2022-01-05 13:59:00+00:00
279,Submit results,2022-01-05 14:08:00+00:00
266,First download of assignment,2022-01-05 07:30:00+00:00
266,Revisit PM Exercise in Moodle,2022-01-05 13:15:00+00:00
266,Coordinate with Assignment Group,2022-01-05 13:42:00+00:00
266,Solve tasks together,2022-01-05 13:50:00+00:00
266,Recheck/Compare Task Results,2022-01-05 13:59:00+00:00
266,Redo Task(s),2022-01-05 14:09:00+00:00
266,Solve tasks together,2022-01-05 14:21:00+00:00
266,Recheck/Compare Task Results,2022-01-05 14:28:00+00:00
266,Submit results,2022-01-05 14:34:00+00:00
282,First download of assignment,2022-01-05 07:30:00+00:00
282,Revisit PM Exercise in Moodle,2022-01-05 13:22:00+00:00
282,Coordinate with Assignment Group,2022-01-05 13:53:00+00:00
282,Solve tasks together,2022-01-05 14:08:00+00:00
282,Recheck/Compare Task Results,2022-01-05 14:14:00+00:00
282,Submit results,2022-01-05 14:22:00+00:00
270,First download of assignment,2022-01-05 07:30:00+00:00
270,Revisit PM Exercise in Moodle,2022-01-05 14:43:00+00:00
270,Coordinate with Assignment Group,2022-01-05 15:08:00+00:00
270,Solve tasks individually,2022-01-05 15:15:00+00:00
270,Recheck/Compare Task Results,2022-01-05 15:25:00+00:00
270,Submit results,2022-01-05 15:34:00+00:00
278,First download of assignment,2022-01-05 07:30:00+00:00
278,Revisit PM Exercise in Moodle,2022-01-05 14:45:00+00:00
278,Solve tasks together,2022-01-05 15:14:00+00:00
278,Coordinate with Assignment Group,2022-01-05 15:17:00+00:00
278,Recheck/Compare Task Results,2022-01-05 15:21:00+00:00
278,Submit results,2022-01-05 15:26:00+00:00
271,First download of assignment,2022-01-05 07:30:00+00:00
271,Revisit PM Exercise in Moodle,2022-01-05 14:58:00+00:00
271,Solve tasks individually,2022-01-05 15:15:00+00:00
271,Recheck/Compare Task Results,2022-01-05 15:23:00+00:00
271,Redo Task(s),2022-01-05 15:33:00+00:00
271,Coordinate with Assignment Group,2022-01-05 15:39:00+00:00
271,Solve tasks individually,2022-01-05 15:43:00+00:00
271,Recheck/Compare Task Results,2022-01-05 15:51:00+00:00
271,Submit results,2022-01-05 15:56:00+00:00
283,First download of assignment,2022-01-05 07:30:00+00:00
283,Revisit PM Exercise in Moodle,2022-01-05 15:00:00+00:00
283,Solve tasks together,2022-01-05 15:35:00+00:00
283,Coordinate with Assignment Group,2022-01-05 15:39:00+00:00
283,Recheck/Compare Task Results,2022-01-05 15:45:00+00:00
283,Submit results,2022-01-05 15:54:00+00:00
264,First download of assignment,2022-01-05 07:30:00+00:00
264,Revisit PM Exercise in Moodle,2022-01-05 15:05:00+00:00
264,Coordinate with Assignment Group,2022-01-05 15:39:00+00:00
264,Solve tasks together,2022-01-05 15:51:00+00:00
264,Recheck/Compare Task Results,2022-01-05 15:58:00+00:00
264,Submit results,2022-01-05 16:08:00+00:00
269,First download of assignment,2022-01-05 07:30:00+00:00
269,Revisit PM Exercise in Moodle,2022-01-05 15:36:00+00:00
269,Solve tasks individually,2022-01-05 15:45:00+00:00
269,Recheck/Compare Task Results,2022-01-05 15:51:00+00:00
269,Redo Task(s),2022-01-05 15:58:00+00:00
269,Coordinate with Assignment Group,2022-01-05 16:01:00+00:00
269,Solve tasks individually,2022-01-05 16:13:00+00:00
269,Recheck/Compare Task Results,2022-01-05 16:21:00+00:00
269,Redo Task(s),2022-01-05 16:28:00+00:00
269,Solve tasks individually,2022-01-05 16:33:00+00:00
